date,ym,open9,high,low,close,vol_spot,yenidx,ret_pct,range_pct,rv20,z,absz,vol_band,sig_flag
2016-02-26,2016-02,113.14,113.22,112.56,112.88,10335.0,98.74,0.6309729887426544,0.5846917080085016,16.173217308962823,,,無秩序,0
2016-02-29,2016-02,113.73,114.0,112.77,112.99,10493.0,99.9,0.09740116765964203,1.0885919107885689,14.806898613533162,,,警戒,0
2016-03-01,2016-03,112.43,113.03,112.16,112.96,9545.0,98.49,-0.02655454762229874,0.7701841359773411,14.54153700116467,,,警戒,0
2016-03-02,2016-03,113.92,114.37,113.75,114.25,9668.0,98.87,1.1355256029382117,0.5426695842450806,15.456237114287601,,,無秩序,0
2016-03-03,2016-03,113.5,114.28,113.41,114.14,8474.0,98.28,-0.09632646657520917,0.762221832836871,15.4322920646561,,,無秩序,0
2016-03-04,2016-03,113.69,113.96,113.2,113.88,9839.0,97.69,-0.22805026987252178,0.6673691605198375,14.453465516683787,,,警戒,0
2016-03-07,2016-03,113.84,113.91,113.5,113.72,5377.0,98.06,-0.14059756270377566,0.36053464650017286,14.144840383814532,,,警戒,0
2016-03-08,2016-03,113.49,113.51,112.75,112.95,8261.0,98.95,-0.6794043868786728,0.6728640991589244,14.102477420891308,,,警戒,0
2016-03-09,2016-03,112.69,112.75,112.42,112.48,5131.0,98.23,-0.41698148516575273,0.2933854907539103,12.910840909499385,,,警戒,0
2016-03-10,2016-03,113.24,113.8,113.15,113.59,7140.0,98.09,0.9820046180975514,0.572233471256265,13.451760240112575,,,警戒,0
2016-03-11,2016-03,112.86,113.81,112.75,113.72,7251.0,97.15,0.11438125394687264,0.932113964122408,10.227146683415485,,,,0
2016-03-14,2016-03,113.78,114.0,113.64,113.77,4369.0,97.42,0.043957976882605485,0.31642788081216444,8.903000692648675,,,,0
2016-03-15,2016-03,113.83,114.16,113.02,113.07,7555.0,98.24,-0.6171770604471452,1.0082249933669414,8.822827661642952,,,,0
2016-03-16,2016-03,113.11,113.73,113.03,113.65,7186.0,98.28,0.5116454351398567,0.6159260888693382,8.456655801742608,,,,0
2016-03-17,2016-03,112.8,112.96,111.68,111.76,11486.0,98.55,-1.6769835349845812,1.1453113815318423,10.20246597833318,,,,0
2016-03-18,2016-03,111.39,111.58,110.84,111.34,9312.0,98.6,-0.37651321933447346,0.6646308604275147,9.857221718117598,,,,0
2016-03-22,2016-03,112.15,112.22,111.68,111.74,8582.0,97.99,0.3586161275640956,0.4832647216753106,9.975192000268484,,,,0
2016-03-23,2016-03,112.28,112.47,112.14,112.39,8383.0,98.39,0.5800221499172991,0.2936204288637764,9.943807184279361,,,,0
2016-03-24,2016-03,112.43,113.0,112.3,112.86,8871.0,98.01,0.417314701081829,0.620237462342728,10.046431434316283,,,,0
2016-03-25,2016-03,112.85,113.32,112.75,113.07,8158.0,97.88,0.18589834061597868,0.5041124966834644,10.061124761960928,,,,0
2016-03-28,2016-03,113.47,113.69,113.25,113.54,7077.0,97.32,0.41481017954265065,0.3875286242733818,9.920992873086231,,,,0
2016-03-29,2016-03,113.37,113.74,113.23,113.7,12184.0,97.67,0.1408203013910238,0.4485488126648996,9.926150425295187,,,,0
2016-03-30,2016-03,112.68,112.8,112.02,112.08,8778.0,97.48,-1.4350498727738839,0.695931477516061,11.211040177662806,,,,0
2016-03-31,2016-03,112.4,112.67,112.15,112.43,12442.0,97.16,0.31179037329166825,0.4625100062260927,10.419720800331744,,,,0
2016-04-01,2016-04,112.52,112.57,112.07,112.28,9339.0,98.13,-0.13350542679865846,0.44531528322052016,10.42131530162177,-0.1705336661343598,0.1705336661343598,,0
2016-04-04,2016-04,111.68,111.8,111.32,111.59,5275.0,98.56,-0.6164311296071862,0.43014607043642256,10.583359690181224,-0.7898672380161149,0.7898672380161149,,0
2016-04-05,2016-04,111.23,111.31,110.31,110.47,8749.0,99.61,-1.0087449313426196,0.9052231375033946,11.063572885496507,-1.2919024482108177,1.2919024482108177,,0
2016-04-06,2016-04,110.39,110.64,110.23,110.41,9166.0,99.97,-0.05432814331381245,0.37134317543700446,10.884134687414921,-0.06904091060075263,0.06904091060075263,,0
2016-04-07,2016-04,109.73,109.9,108.52,108.57,12702.0,101.57,-1.680558320728485,1.271069356175748,12.19616830845975,-2.1381849740504566,2.1381849740504566,警戒,0
2016-04-08,2016-04,108.48,109.1,108.25,109.07,11350.0,101.5,0.4594751696890677,0.7793160355734798,11.667195194432884,0.5685984955998215,0.5685984955998215,,0
2016-04-11,2016-04,108.3,108.32,107.63,108.06,7921.0,101.35,-0.9303249524731775,0.6385341476957225,11.877672864604992,-1.1563254617661005,1.1563254617661005,,0
2016-04-12,2016-04,107.97,108.41,107.87,108.21,9613.0,100.75,0.13871551676376043,0.4990296645411626,11.914040502839292,0.17102785863148803,0.17102785863148803,,0
2016-04-13,2016-04,108.7,109.05,108.52,108.93,8903.0,100.32,0.6631690510796905,0.48655099605251184,12.25344140818393,0.81744806994672,0.81744806994672,警戒,0
2016-04-14,2016-04,109.44,109.55,109.19,109.32,8013.0,100.38,0.3573886965513079,0.32930845225027394,12.148658217942438,0.43781980889270977,0.43781980889270977,警戒,0
2016-04-15,2016-04,109.35,109.74,109.22,109.3,8290.0,100.89,-0.018296587737439998,0.4757548032936835,10.817379363528767,-0.022562519591599235,0.022562519591599235,,0
2016-04-18,2016-04,108.08,108.46,107.83,108.22,8226.0,100.72,-0.9930202967903632,0.5821474773609272,11.231301925919288,-1.2358053805943614,1.2358053805943614,,0
2016-04-19,2016-04,109.09,109.23,108.8,109.13,7931.0,99.95,0.8373639910409139,0.39402547420508277,11.635678388587085,1.0318983977565617,1.0318983977565617,,0
2016-04-20,2016-04,109.22,109.3,108.77,108.91,7358.0,99.58,-0.20179790374034176,0.4866403452391894,11.340674690008326,-0.2508829675800846,0.2508829675800846,,0
2016-04-21,2016-04,109.85,109.9,109.52,109.66,8016.0,100.21,0.6862816888307273,0.34652562465804276,11.55949336818338,0.8564687288950945,0.8564687288950945,,0
2016-04-22,2016-04,109.47,110.75,109.26,110.59,12298.0,98.4,0.8444999111366225,1.347318925761818,12.035257940750268,1.0487134282200223,1.0487134282200223,警戒,0
2016-04-25,2016-04,111.46,111.78,111.04,111.22,10471.0,98.79,0.5680552672149182,0.6653479590001753,12.135909809379502,0.6994355548302182,0.6994355548302182,警戒,0
2016-04-26,2016-04,111.13,111.3,110.67,110.85,8218.0,98.56,-0.333228569709753,0.5683355886332842,12.12612865877559,-0.40956199835834506,0.40956199835834506,警戒,0
2016-04-27,2016-04,111.22,111.33,111.03,111.21,6495.0,98.44,0.324236976843016,0.2697599136768251,11.180091979393927,0.4131590035441508,0.4131590035441508,,0
2016-04-28,2016-04,111.52,111.88,108.05,108.4,17658.0,101.19,-2.5592216825204703,3.533210332103319,14.21760006701388,-3.269173153663658,3.269173153663658,警戒,1
2016-05-02,2016-05,106.46,106.72,106.14,106.4,8324.0,102.49,-1.8622512098001798,0.5451127819548856,15.412613438791334,-2.21227778099569,2.21227778099569,無秩序,0
2016-05-06,2016-05,107.36,107.42,106.89,106.95,5787.0,102.75,0.5155858620870677,0.49555867227676587,15.596822096716444,0.5938272197674372,0.5938272197674372,無秩序,0
2016-05-09,2016-05,107.36,107.69,107.17,107.66,7625.0,101.96,0.6616677604396496,0.4830020434701802,15.592632714885976,0.7780972047720504,0.7780972047720504,無秩序,0
2016-05-10,2016-05,108.37,108.95,108.27,108.89,9095.0,100.95,1.1360085225158385,0.6244834236385406,16.227616815737555,1.3361619478621445,1.3361619478621445,無秩序,0
2016-05-11,2016-05,109.22,109.34,108.54,108.61,8269.0,101.44,-0.25747140660249596,0.736580425375193,15.10064388940678,-0.29837966962306817,0.29837966962306817,無秩序,0
2016-05-12,2016-05,108.43,109.0,108.23,108.93,9244.0,101.15,0.29419898024095303,0.7068759753970403,15.045507250784972,0.35157946124952205,0.35157946124952205,無秩序,0
2016-05-13,2016-05,109.1,109.13,108.53,108.79,6790.0,101.84,-0.1286055661362825,0.5515212795293633,14.656659150825064,-0.15354448261118048,0.15354448261118048,警戒,0
2016-05-16,2016-05,108.67,108.98,108.46,108.77,4823.0,101.36,-0.01838573272324724,0.47807299806933,14.652332659311746,-0.02354261725982181,0.02354261725982181,警戒,0
2016-05-17,2016-05,109.09,109.5,108.88,109.41,7386.0,101.25,0.5866732382939746,0.5666758065990354,14.610656451086362,0.775141965054108,0.775141965054108,警戒,0
2016-05-18,2016-05,109.03,109.61,108.73,109.43,9586.0,100.82,0.01827819416532941,0.8041670474275752,14.556893492700743,0.024176140236250296,0.024176140236250296,警戒,0
2016-05-19,2016-05,110.18,110.39,109.94,110.08,8493.0,101.1,0.5922298754681758,0.4087936046511653,14.704487514655456,0.791474889523296,0.791474889523296,警戒,0
2016-05-20,2016-05,109.93,110.29,109.86,110.28,7168.0,100.91,0.1815211970562492,0.38991657598839935,14.197101806781042,0.24185616713767047,0.24185616713767047,警戒,0
2016-05-23,2016-05,110.04,110.24,109.39,109.55,8180.0,101.79,-0.6641520114120496,0.7759014148790455,14.15515131530762,-0.8931594019219228,0.8931594019219228,警戒,0
2016-05-24,2016-05,109.38,109.58,109.17,109.54,8181.0,101.23,-0.00912866859002236,0.3742924958919085,14.131756087355685,-0.012204957191824878,0.012204957191824878,警戒,0
2016-05-25,2016-05,110.17,110.19,109.87,110.03,8554.0,100.89,0.44632765262459656,0.2908297736980761,14.008830428881009,0.6001536399058693,0.6001536399058693,警戒,0
2016-05-26,2016-05,110.14,110.23,109.42,110.03,10174.0,101.17,0.0,0.736162864673273,13.663551613708611,0.0,0.0,警戒,0
2016-05-27,2016-05,109.71,110.0,109.55,109.78,8385.0,100.92,-0.22746927600781258,0.4099107305520157,13.496063693051047,-0.3048088080317518,0.3048088080317518,警戒,0
2016-05-30,2016-05,110.78,111.44,110.42,111.37,9622.0,100.33,1.4379628283265604,0.9158660321450983,14.459484309927342,1.9391185081789906,1.9391185081789906,警戒,0
2016-05-31,2016-05,110.85,111.35,110.79,111.14,11998.0,100.73,-0.20673235532336276,0.5038689940615333,14.435782003674118,-0.26996963826319303,0.26996963826319303,警戒,0
2016-06-01,2016-06,110.64,110.83,109.65,110.06,10440.0,101.71,-0.9764996220162463,1.0721424677448597,11.516999459542774,-1.2745963300020078,1.2745963300020078,,0
2016-06-02,2016-06,109.46,109.58,108.83,108.96,11955.0,102.4,-1.0044829230410586,0.6883259911894274,9.889911054374917,-1.3211666331058236,1.3211666331058236,,0
2016-06-03,2016-06,108.87,109.14,108.5,108.75,9490.0,103.7,-0.19291724324086795,0.5885057471264373,9.83257324121561,-0.25055240301483755,0.25055240301483755,,0
2016-06-06,2016-06,106.69,107.28,106.43,107.19,7991.0,102.69,-1.444870926536538,0.7929844201884452,10.967318052398472,-1.8767860330892907,1.8767860330892907,,0
2016-06-07,2016-06,107.46,107.89,107.23,107.74,8997.0,102.73,0.5117956548959557,0.6125858548357125,10.296563719128635,0.6479655690879305,0.6479655690879305,,0
2016-06-08,2016-06,107.29,107.37,106.72,106.98,7810.0,102.87,-0.707901614928355,0.6075902037764122,10.536491314110268,-0.8961080327497786,0.8961080327497786,,0
2016-06-09,2016-06,106.79,106.96,106.31,106.36,6632.0,103.02,-0.5812334728284989,0.6111320045129668,10.587086816746574,-0.7329810212216241,0.7329810212216241,,0
2016-06-10,2016-06,107.11,107.26,106.68,106.85,9060.0,103.52,0.45964153903375776,0.5428170332241444,10.784362788030208,0.5870362837429729,0.5870362837429729,,0
2016-06-13,2016-06,106.5,106.83,105.74,106.1,9480.0,104.27,-0.7043936145219165,1.0273327049952907,10.996796815830647,-0.8962619272787791,0.8962619272787791,,0
2016-06-14,2016-06,106.19,106.41,105.64,105.86,9340.0,104.76,-0.22645791900958953,0.7273757793311884,10.673607107221395,-0.28684860574663196,0.28684860574663196,,0
2016-06-15,2016-06,106.09,106.34,105.97,106.25,8029.0,104.57,0.36773413746848144,0.3482352941176513,10.824178439098743,0.46733530233917825,0.46733530233917825,,0
2016-06-16,2016-06,105.9,105.98,103.56,103.94,15269.0,106.5,-2.1980998224230444,2.328266307485089,12.669513524271778,-2.7995374747976607,2.7995374747976607,警戒,0
2016-06-17,2016-06,104.77,104.83,104.09,104.25,8931.0,106.39,0.29780510986151365,0.709832134292561,12.733108148817095,0.3697653255118522,0.3697653255118522,警戒,0
2016-06-20,2016-06,104.64,104.85,104.42,104.54,6387.0,106.3,0.27779126058650155,0.4113258083030348,12.796162560679644,0.344454917350586,0.344454917350586,警戒,0
2016-06-21,2016-06,103.82,104.58,103.58,104.47,11121.0,105.58,-0.06698244353592253,0.9572125969177755,12.78431712477344,-0.08313179522776479,0.08313179522776479,警戒,0
2016-06-22,2016-06,104.72,104.85,104.32,104.39,5577.0,105.62,-0.0766063429209541,0.5077114666155773,12.546165839823992,-0.09568061879069167,0.09568061879069167,警戒,0
2016-06-23,2016-06,104.64,104.87,104.04,104.44,5449.0,103.57,0.04788584107209897,0.7947146687093052,12.560627504335248,0.060041728888192016,0.060041728888192016,警戒,0
2016-06-24,2016-06,104.93,106.6,99.0,103.08,21401.0,109.08,-1.3107358046763762,7.372914241365924,13.099622421149176,-1.6449692732435988,1.6449692732435988,警戒,0
2016-06-27,2016-06,102.2,102.5,101.47,102.02,6077.0,109.89,-1.033651328938389,1.0096059596157627,11.560779738738326,-1.27959355178945,1.27959355178945,,0
2016-06-28,2016-06,101.8,102.32,101.55,102.24,8576.0,108.66,0.21541181344441446,0.7531298904538303,11.768250868406874,0.2644522362025464,0.2644522362025464,,0
2016-06-29,2016-06,102.69,102.71,102.18,102.43,7469.0,108.12,0.18566478192186284,0.5174265351947543,11.758904216195386,0.23231243107643634,0.23231243107643634,,0
2016-06-30,2016-06,102.8,102.94,102.45,102.7,10688.0,107.77,0.26324784860692235,0.4771178188899658,11.69714079652727,0.3298330757471019,0.3298330757471019,,0
2016-07-01,2016-07,103.09,103.28,102.44,102.55,6037.0,108.46,-0.14616324161230218,0.8191126279863514,11.703772728992627,-0.1827156582281862,0.1827156582281862,,0
2016-07-04,2016-07,102.49,102.81,102.43,102.71,4130.0,108.47,0.15589986593232802,0.369973712394115,10.971576290486494,0.19546404283927243,0.19546404283927243,,0
2016-07-05,2016-07,102.51,102.58,101.7,101.74,6947.0,109.8,-0.9488943783094056,0.8649498722233098,10.915927458145093,-1.2007589013184392,1.2007589013184392,,0
2016-07-06,2016-07,101.16,101.72,100.59,100.98,9361.0,110.32,-0.7498061963849284,1.119033471974644,10.938373500735098,-0.9403543469768763,0.9403543469768763,,0
2016-07-07,2016-07,101.15,101.41,100.64,101.03,7353.0,110.93,0.049502500887112104,0.7621498564782698,10.943697611013615,0.06382732401700328,0.06382732401700328,,0
2016-07-08,2016-07,100.76,100.96,100.25,100.61,10116.0,111.01,-0.4165846135681547,0.7056952589205783,10.619798006862293,-0.5394994352930291,0.5394994352930291,,0
2016-07-11,2016-07,100.69,102.13,100.55,101.9,10088.0,108.64,1.2740283924719826,1.5505397448478884,11.871036686600249,1.6633523043669332,1.6633523043669332,,0
2016-07-12,2016-07,102.51,103.63,102.45,103.01,11776.0,106.42,1.0834130666922994,1.1455198524415033,12.715682368638701,1.378085779436257,1.378085779436257,警戒,0
2016-07-13,2016-07,104.73,104.88,103.95,104.22,11213.0,106.64,1.167797858546645,0.8923431203223877,13.433323534623181,1.4690917209811565,1.4690917209811565,警戒,0
2016-07-14,2016-07,104.06,105.75,103.97,105.44,12355.0,105.45,1.1638021273128618,1.6881638846737494,11.637946754493159,1.4377717786239503,1.4377717786239503,,0
2016-07-15,2016-07,105.15,106.32,105.05,105.87,12354.0,106.32,0.40698556010912557,1.1995843959573023,11.6724893140283,0.4931967922687999,0.4931967922687999,,0
2016-07-19,2016-07,106.18,106.33,105.65,105.96,7413.0,105.18,0.08497380485805221,0.641751604379004,11.64856109153636,0.10386336471819026,0.10386336471819026,,0
2016-07-20,2016-07,106.13,106.39,105.84,106.34,8272.0,104.41,0.3579843672323513,0.5172089524167737,11.681136841336624,0.44182718238790103,0.44182718238790103,,0
2016-07-21,2016-07,107.19,107.49,106.75,106.83,13130.0,105.38,0.45972778816036264,0.6926893194795422,11.735479667837566,0.5663973671130196,0.5663973671130196,,0
2016-07-22,2016-07,105.79,106.19,105.57,106.11,7061.0,105.35,-0.6762494072297113,0.5842993120346852,12.06763502772186,-0.8361591501277137,0.8361591501277137,警戒,0
2016-07-25,2016-07,106.29,106.74,106.0,106.29,6200.0,105.62,0.1694915659991504,0.6962084862169488,10.89288359577911,0.21073948528652445,0.21073948528652445,,0
2016-07-26,2016-07,105.59,105.89,104.0,104.11,12489.0,106.71,-2.0723175058828867,1.8153875708385367,12.843356578958032,-2.588592110379938,2.588592110379938,警戒,0
2016-07-27,2016-07,104.86,106.52,104.68,105.4,12934.0,105.81,1.2314603620600484,1.7457305502846199,13.454829588320122,1.465100821970381,1.465100821970381,警戒,0
2016-07-28,2016-07,104.91,105.3,104.49,104.69,8501.0,105.73,-0.6759033775998463,0.7737128665584128,13.770278250103852,-0.7892524948718864,0.7892524948718864,警戒,0
2016-07-29,2016-07,104.81,105.75,102.71,103.63,16069.0,108.54,-1.017673913513757,2.9335134613528964,14.319817147623201,-1.2772577927915065,1.2772577927915065,警戒,0
2016-08-01,2016-08,102.35,102.68,102.2,102.4,5504.0,108.24,-1.1940150590718543,0.4687500000000039,14.973557893852469,-1.5478410261315345,1.5478410261315345,警戒,0
2016-08-02,2016-08,102.31,102.83,101.62,101.67,8127.0,109.65,-0.7154438318337818,1.1901249139372416,15.165793607704831,-0.9150175370484063,0.9150175370484063,無秩序,0
2016-08-03,2016-08,101.09,101.34,100.75,101.05,8326.0,109.49,-0.6116830437439735,0.5838693715982222,14.946618311205079,-0.784022008876236,0.784022008876236,警戒,0
2016-08-04,2016-08,101.35,101.68,100.87,101.41,6803.0,109.55,0.35562617742750013,0.798737797061436,14.75836995203093,0.4643084472479552,0.4643084472479552,警戒,0
2016-08-05,2016-08,101.21,101.36,101.03,101.09,6098.0,109.05,-0.3160496457938664,0.3264417845484205,14.806053026446401,-0.41141084089117164,0.41141084089117164,警戒,0
2016-08-08,2016-08,102.06,102.31,101.91,102.29,5179.0,108.28,1.180070730294992,0.39104506794408606,15.283029645555887,1.5390606965300213,1.5390606965300213,無秩序,0
2016-08-09,2016-08,102.29,102.53,102.28,102.43,6698.0,108.73,0.13677219795271914,0.24406912037489015,14.62638779234726,0.1742267475767873,0.1742267475767873,警戒,0
2016-08-10,2016-08,101.93,101.96,101.13,101.49,9916.0,109.02,-0.9219366987716591,0.8178145630111325,14.434310992216737,-1.1736016509681437,1.1736016509681437,警戒,0
2016-08-12,2016-08,101.85,102.21,101.77,102.06,5529.0,109.19,0.5600604175098561,0.43111894963746594,13.891677631026491,0.7113242508421542,0.7113242508421542,警戒,0
2016-08-15,2016-08,101.26,101.46,101.02,101.08,5780.0,109.02,-0.9648593115831948,0.43529877324890953,13.358303061258258,-1.218079755575206,1.218079755575206,警戒,0
2016-08-16,2016-08,101.26,101.29,100.15,100.32,9305.0,109.76,-0.7547205635382966,1.1363636363636371,13.281582428320604,-0.9505101991344254,0.9505101991344254,警戒,0
2016-08-17,2016-08,100.18,101.16,100.17,100.71,7609.0,110.05,0.38800227754427924,0.9830205540661255,13.43147974124851,0.48698588974505064,0.48698588974505064,警戒,0
2016-08-18,2016-08,99.9,100.35,99.65,100.03,8990.0,110.22,-0.6774958662963805,0.6997900629810943,13.307992738256308,-0.8500717198552711,0.8500717198552711,警戒,0
2016-08-19,2016-08,100.14,100.47,99.95,100.15,8942.0,110.22,0.11989211147379987,0.5192211682476245,13.101770598449955,0.14990462986165184,0.14990462986165184,警戒,0
2016-08-22,2016-08,100.56,100.94,100.29,100.78,8422.0,110.24,0.6270861140624812,0.6449692399285488,13.447742893203765,0.7870461035998305,0.7870461035998305,警戒,0
2016-08-23,2016-08,100.28,100.39,99.94,100.1,7458.0,110.34,-0.6770236931277246,0.4495504495504525,13.426788495969413,-0.8431812074349148,0.8431812074349148,警戒,0
2016-08-24,2016-08,100.31,100.52,100.21,100.29,8362.0,110.26,0.18963027789420453,0.3091035995612746,11.764555696380022,0.23533114869545962,0.23533114869545962,,0
2016-08-25,2016-08,100.57,100.62,100.36,100.41,5483.0,110.03,0.11958147912280073,0.25893835275371485,10.590011238396064,0.15336893480452593,0.15336893480452593,,0
2016-08-26,2016-08,100.57,100.59,100.39,100.43,6292.0,109.0,0.019916351390280643,0.1991436821666861,10.499968453004444,0.025513891114971675,0.025513891114971675,,0
2016-08-29,2016-08,101.93,102.39,101.84,102.3,8411.0,108.94,1.8448705552333065,0.5376344086021478,12.328552665663114,2.384443448239732,2.384443448239732,警戒,0
2016-08-30,2016-08,101.84,102.45,101.76,102.37,8265.0,108.07,0.0684027974098673,0.6740255934355746,11.586729084124848,0.08473500262097468,0.08473500262097468,,0
2016-08-31,2016-08,102.89,103.33,102.87,103.28,9296.0,107.52,0.8850045606707604,0.4453911696359351,11.671123258785267,1.0960097988921946,1.0960097988921946,,0
2016-09-01,2016-09,103.32,103.62,103.06,103.57,7235.0,107.57,0.28039660624002516,0.5406971130636308,11.397750281219054,0.35150288665218954,0.35150288665218954,,0
2016-09-02,2016-09,103.26,103.7,103.13,103.58,8912.0,106.89,0.009654839495799485,0.5502992855763732,11.370289055360496,0.012137685737423754,0.012137685737423754,,0
2016-09-05,2016-09,103.93,104.14,103.27,103.37,7287.0,107.24,-0.20294764153519382,0.8416368385411672,11.321609435389147,-0.25656859584472197,0.25656859584472197,,0
2016-09-06,2016-09,103.52,103.81,103.26,103.36,8177.0,108.25,-0.009674454610174184,0.532120743034053,10.596745042858368,-0.012273564818842349,0.012273564818842349,,0
2016-09-07,2016-09,101.59,102.12,101.2,101.55,11039.0,108.53,-1.7666752007898037,0.9059576563269343,12.39610792615723,-2.249279045480243,2.249279045480243,警戒,0
2016-09-08,2016-09,101.85,101.91,101.41,101.6,6502.0,107.9,0.04922471179877125,0.4921259842519685,11.954426287629841,0.060632957578015845,0.060632957578015845,,0
2016-09-09,2016-09,102.32,102.47,101.97,102.21,9898.0,108.14,0.5985985196603294,0.4891889247627434,11.978898921423353,0.7374222094231918,0.7374222094231918,,0
2016-09-12,2016-09,102.47,102.66,102.19,102.32,5438.0,108.91,0.10756369296024543,0.45934323690383005,11.416150946442297,0.13207883095866765,0.13207883095866765,,0
2016-09-13,2016-09,101.74,102.05,101.42,101.82,8016.0,108.55,-0.48986087963973557,0.6187389510901546,11.201857028350545,-0.6404186793351315,0.6404186793351315,,0
2016-09-14,2016-09,102.5,103.35,102.43,103.13,9127.0,108.55,1.2783779853787618,0.8920779598564796,11.95331832375678,1.6688769261716623,1.6688769261716623,,0
